"additionalInfo/Accesibilidad/0/Entrada accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Accesibilidad/0/Sanitarios accesibles para personas en silla de ruedas","additionalInfo/Accesibilidad/1/Estacionamiento accesible para personas en silla de ruedas","additionalInfo/Aspectos destacados/0/Buenos productos frescos","additionalInfo/Información proporcionada por la empresa/0/Se identifica como mujer empresaria","additionalInfo/Opciones de servicio/0/Entrega a domicilio","additionalInfo/Opciones de servicio/0/Entrega el mismo día","additionalInfo/Opciones de servicio/0/Entrega sin contacto","additionalInfo/Opciones de servicio/0/Retiro en tienda","additionalInfo/Opciones de servicio/1/Compras en tienda","additionalInfo/Opciones de servicio/1/Entrega a domicilio","additionalInfo/Opciones de servicio/1/Entrega el mismo día","additionalInfo/Opciones de servicio/1/Retiro en tienda","additionalInfo/Opciones de servicio/2/Compras en tienda","additionalInfo/Opciones de servicio/2/Entrega el mismo día","additionalInfo/Opciones de servicio/2/Retiro en tienda","additionalInfo/Opciones de servicio/3/Compras en tienda","additionalInfo/Opciones de servicio/3/Entrega el mismo día","additionalInfo/Opciones de servicio/4/Entrega el mismo día","additionalInfo/Pagos/0/Cheques","additionalInfo/Pagos/0/Pagos móviles mediante NFC","additionalInfo/Pagos/0/Tarjetas de crédito","additionalInfo/Pagos/0/Tarjetas de débito","additionalInfo/Pagos/1/Pagos móviles mediante NFC","additionalInfo/Pagos/1/Tarjetas de crédito","additionalInfo/Pagos/1/Tarjetas de débito","additionalInfo/Pagos/2/Tarjetas de crédito","additionalInfo/Pagos/2/Tarjetas de débito","additionalInfo/Pagos/3/Tarjetas de crédito","additionalInfo/Pagos/3/Tarjetas de débito","additionalInfo/Planificación/0/Visita rápida","additionalInfo/Público usual/0/Amigable con LGBTQ+","additionalInfo/Público usual/1/Espacio seguro para personas transgénero","additionalInfo/Qué ofrece/0/Combustible diésel","additionalInfo/Qué ofrece/0/Comida","additionalInfo/Qué ofrece/0/Comida preparada","additionalInfo/Qué ofrece/1/Gasolinera con servicio completo","additionalInfo/Qué ofrece/2/Intercambio de tanques de propano","additionalInfo/Qué ofrece/3/Lavadero de autos","additionalInfo/Servicios/0/Minimercado","additionalInfo/Servicios/1/Sanitario","address","categories/0","categories/1","categories/2","categories/3","categoryName","cid","city","claimThisBusiness","countryCode","description","domain","emails/0","emails/1","facebooks/0","fid","googleFoodUrl","imageUrl","imagesCount","instagrams/0","instagrams/1","isAdvertisement","kgmid","language","linkedIns/0","location/lat","location/lng","neighborhood","openingHours/0/day","openingHours/0/hours","openingHours/1/day","openingHours/1/hours","openingHours/2/day","openingHours/2/hours","openingHours/3/day","openingHours/3/hours","openingHours/4/day","openingHours/4/hours","openingHours/5/day","openingHours/5/hours","openingHours/6/day","openingHours/6/hours","permanentlyClosed","phone","phoneUnformatted","phones/0","phones/1","phones/2","phonesUncertain/0","phonesUncertain/1","phonesUncertain/2","phonesUncertain/3","placeId","postalCode","price","rank","reviews","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","twitters/0","url","website","youtubes/0"
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203AFD, Aristóbulo del Valle 100-146, B7203AFD Rauch, Provincia de Buenos Aires, Argentina","Carnicería",,,,"Carnicería","10790387427677685740","Rauch","true","AR",,,,,,"0x95972760e385a145:0x95bf28320f91c7ec",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=z5-NKx7de8bydvzLncBgow&cb_client=search.gws-prod.gps&w=408&h=240&yaw=0.77918667&pitch=0&thumbfov=100","1",,,"false","/g/11f6y4jprl","es-419",,"-36.774091","-59.0904994",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJRaGF42Anl5UR7MeRDzIov5U","B7203",,"59",,"16","13","2","0","1","0","2025-06-15T22:40:52.321Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","B7203AFD, Aristóbulo del Valle 100-146","false","El Salteño","4.8",,"https://www.google.com/maps/search/?api=1&query=El%20Salte%C3%B1o&query_place_id=ChIJRaGF42Anl5UR7MeRDzIov5U",,
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,"B7203ABG, 9 de Julio 357, B7203ABG Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","14628468132469994667","Rauch","true","AR",,,,,,"0x9597275db1c5d3dd:0xcb02c242f3fef4ab",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=KZeXxtQ9A5okm01WpMK9Bw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=74.81198&pitch=0&thumbfov=100","1",,,"false","/g/11d_1mwxxm","es-419",,"-36.7740193","-59.0960487",,"domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 4 to 8:30 PM","martes","8:30 AM to 12:30 PM, 4 to 8:30 PM","miércoles","8:30 AM to 12:30 PM, 4 to 8:30 PM","jueves","8:30 AM to 12:30 PM, 4 to 8:30 PM","viernes","8:30 AM to 12:30 PM, 4 to 8:30 PM","sábado","8:30 AM to 12:30 PM, 4 to 8:30 PM","false",,,,,,,,,,"ChIJ3dPFsV0nl5URq_T-80LCAss","B7203",,"58",,"43","35","5","1","2","0","2025-06-15T22:40:52.321Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","B7203ABG, 9 de Julio 357","false","San Roque Pet Shop","4.7",,"https://www.google.com/maps/search/?api=1&query=San%20Roque%20Pet%20Shop&query_place_id=ChIJ3dPFsV0nl5URq_T-80LCAss",,
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Av. San Martín, B7203BPY Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","8944357412123288441","Rauch","true","AR",,,,,,"0x95972741b2e89119:0x7c20bdad55bda379",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WDubub4J8hq61CPYFfCMcw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=306.2403&pitch=0&thumbfov=100","1",,,"false","/g/11x2pfp24s","es-419",,"-36.7707922","-59.0841968",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJGZHoskEnl5UReaO9Va29IHw","B7203",,"57",,"0",,,,,,"2025-06-15T22:40:52.321Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. San Martín","false","Despensa Avenida",,,"https://www.google.com/maps/search/?api=1&query=Despensa%20Avenida&query_place_id=ChIJGZHoskEnl5UReaO9Va29IHw",,
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25 de Mayo, B7203AAA Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","11434993004760906168","Rauch","true","AR",,,,,,"0x95972767c90242ed:0x9eb1418d79d9b9b8",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=iNrQdl_KoGVoIrPXDRd6cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=208.90424&pitch=0&thumbfov=100","1",,,"false","/g/11y74z_39n","es-419",,"-36.7773501","-59.093952",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJ7UICyWcnl5URuLnZeY1BsZ4","B7203",,"55",,"0",,,,,,"2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","25 de Mayo","false","Alega",,,"https://www.google.com/maps/search/?api=1&query=Alega&query_place_id=ChIJ7UICyWcnl5URuLnZeY1BsZ4",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CASTELLI JUAN JOSE 198, C7203 Rauch, Provincia de Buenos Aires, Argentina","Proveedor de servicios de telecomunicaciones","Tienda de móviles","Compañía telefónica",,"Proveedor de servicios de telecomunicaciones","6390622915681607827","Rauch","false","AR",,"claro.com.ar",,,,"0x959727c4aabe68e5:0x58b00daeceac6093",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrus9cH9dUgxMNk4kByGNMsOGtdzHLgI541YW_SwaEuQDcxuPo-M_Kwg0CDXwpwUeFYiU-Z4kd1ooHhJDfGbLxpjnziErR61rmfaXFj6riFhaBPID1I5CY7UxwlFV5NM_TAp8iIsKzp9NKn=w408-h725-k-no","10",,,"false","/g/11p5pc5gwg","es-419",,"-36.7800323","-59.0903963",,"domingo","Cerrado","lunes","8:30 AM to 12:30 PM, 5 to 8:30 PM","martes","8:30 AM to 12:30 PM, 5 to 8:30 PM","miércoles","8:30 AM to 12:30 PM, 5 to 8:30 PM","jueves","8:30 AM to 12:30 PM, 5 to 8:30 PM","viernes","8:30 AM to 12:30 PM, 5 to 8:30 PM","sábado","9 AM to 12:30 PM","false","+54 800-123-0611","+548001230611",,,,"0800-0810",,,,"ChIJ5Wi-qsQnl5URk2Cszq4NsFg","C7203",,"2",,"72",,,,,,"2025-06-15T22:40:39.414Z","https://www.google.com/maps/search/telefonia/@-36.80229206090462,-59.1210622811497,15z?hl=es-419","telefonia","Provincia de Buenos Aires","CASTELLI JUAN JOSE 198","false","Claro Agente Oficial","5",,"https://www.google.com/maps/search/?api=1&query=Claro%20Agente%20Oficial&query_place_id=ChIJ5Wi-qsQnl5URk2Cszq4NsFg","http://www.claro.com.ar/",
,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Pueyrredón 316, B7203BJH Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","7428296267797780500","Rauch","true","AR",,,,,,"0x9597276b4002b961:0x67169c1948725814",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=SUldH35pT-lYc8k-e1l-aw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=61.15333&pitch=0&thumbfov=100","1",,,"false","/g/11y74ztgmm","es-419",,"-36.7757889","-59.0826393",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJYbkCQGsnl5URFFhySBmcFmc","B7203",,"56",,"0",,,,,,"2025-06-15T22:40:52.320Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Pueyrredón 316","false","Minimercado S&M",,,"https://www.google.com/maps/search/?api=1&query=Minimercado%20S%26M&query_place_id=ChIJYbkCQGsnl5URFFhySBmcFmc",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Alberti 120, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","15319684681419932340","Rauch","true","AR",,,,,,"0x959727691f884b1f:0xd49a740cf30742b4",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=joe3CN19WQ489uTxntOYrA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=231.27626&pitch=0&thumbfov=100","1",,,"false","/g/11x2pmhnk2","es-419",,"-36.7777983","-59.0897241",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJH0uIH2knl5URtEIH8wx0mtQ","B7203",,"78",,"0",,,,,,"2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Alberti 120","false","ATREVIDAS",,,"https://www.google.com/maps/search/?api=1&query=ATREVIDAS&query_place_id=ChIJH0uIH2knl5URtEIH8wx0mtQ",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Cnel. Suárez 54, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","18438112903182698842","Rauch","true","AR",,,,,,"0x95972769ab0e5c15:0xffe155ff02c0495a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vDLhdoVMqoMrG3OylU0igQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=209.23857&pitch=0&thumbfov=100","1",,,"false","/g/11x07_3gl2","es-419",,"-36.7763534","-59.0897475",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJFVwOq2knl5URWknAAv9V4f8","B7203",,"79",,"0",,,,,,"2025-06-15T22:40:53.510Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Cnel. Suárez 54","false","LINA LAN",,,"https://www.google.com/maps/search/?api=1&query=LINA%20LAN&query_place_id=ChIJFVwOq2knl5URWknAAv9V4f8",,
,,,,,,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"AQA, Cnel. Suárez 35 Sur, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","17054603496909228283","Rauch","true","AR",,,,,,"0x95972769acee40dd:0xecae1f857268c8fb",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=WipglpIXD5E1n-uPoAAk9g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=53.734184&pitch=0&thumbfov=100","1",,,"false","/g/11bbrmng5z","es-419",,"-36.7760996","-59.089624",,,,,,,,,,,,,,,,"false","+54 2297 44-0511","+542297440511",,,,,,,,"ChIJ3UDurGknl5UR-8hocoUfruw","B7203",,"77",,"2","2","0","0","0","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","AQA, Cnel. Suárez 35 Sur","false","Tiza Jeans","5",,"https://www.google.com/maps/search/?api=1&query=Tiza%20Jeans&query_place_id=ChIJ3UDurGknl5UR-8hocoUfruw",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","11361073495211495094","Rauch","true","AR",,,,,,"0x95972767c86b8f5f:0x9daaa4267d2fceb6",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=7qznppOxBqAPXDnxtaC0aQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=149.40356&pitch=0&thumbfov=100","1",,,"false","/g/11w58zfbkw","es-419",,"-36.7772574","-59.0940271",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJX49ryGcnl5URts4vfSakqp0",,,"76",,"0",,,,,,"2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires",,"false","Sil & D Frutas Verduras",,,"https://www.google.com/maps/search/?api=1&query=Sil%20%26%20D%20Frutas%20Verduras&query_place_id=ChIJX49ryGcnl5URts4vfSakqp0",,
,"false",,,,,,"true",,,,,,,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Aveleyra 127, B7203AGC Rauch, Provincia de Buenos Aires, Argentina","Panadería",,,,"Panadería","16037696414439032881","Rauch","true","AR",,,,,,"0x9597276776b10e9f:0xde9157eae631c831",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrnPbtnWzVecycKCM125zjj1OnmSs1rOa611ZNkNr3BoNEb6UikRiebXfLn7_JS0URrKw7WWITOzepcvBm1eRxfaA-JucVmY5_j29wwi40CzZiB_-_D_7zNXho2vO2zSxOX0bI3Lg=w408-h378-k-no","21",,,"false","/g/11bbrpbht3","es-419",,"-36.7790446","-59.0938012",,,,,,,,,,,,,,,,"false","+54 2297 44-2274","+542297442274",,,,,,,,"ChIJnw6xdmcnl5URMcgx5upXkd4","B7203",,"75",,"55","35","10","4","3","3","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Aveleyra 127","false","Panaderia Lo de Recio Horno A Le a","4.3",,"https://www.google.com/maps/search/?api=1&query=Panaderia%20Lo%20de%20Recio%20Horno%20A%20Le%20a&query_place_id=ChIJnw6xdmcnl5URMcgx5upXkd4",,
,,,,,,"true",,,,,,,"true",,"true",,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Bolívar 6, B7203AKD Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","11517521103076662394","Rauch","true","AR",,,,,,"0x95972777ae32f7a5:0x9fd6746bb9f31c7a",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=Fmip-yVbaH6W2yZ0WZ2f-g&cb_client=search.gws-prod.gps&w=408&h=240&yaw=244.47545&pitch=0&thumbfov=100","1",,,"false","/g/11gnpq6rj7","es-419",,"-36.7754361","-59.0890733",,"domingo","Cerrado","lunes","10 AM to 12:30 PM, 5:30 to 9 PM","martes","10 AM to 12:30 PM, 5:30 to 9 PM","miércoles","10 AM to 12:30 PM, 5:30 to 9 PM","jueves","10 AM to 12:30 PM, 5:30 to 9 PM","viernes","10 AM to 12:30 PM, 5:30 to 9 PM","sábado","10 AM to 12:30 PM, 5:30 to 9 PM","false",,,,,,,,,,"ChIJpfcyrncnl5URehzzuWt01p8","B7203",,"74",,"2","1","1","0","0","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Bolívar 6","false","Yo Lo Vi Primero","4.5",,"https://www.google.com/maps/search/?api=1&query=Yo%20Lo%20Vi%20Primero&query_place_id=ChIJpfcyrncnl5URehzzuWt01p8","https://www.instagram.com/yoloviprimero_?igsh=MXRueDUzMTgwMHp3bw%3D%3D&utm_source=qr",
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,"true",,,,,,,"B7203AQH, Cnel. Suárez 386, B7203 AQH, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","10938152478182022287","AQH","true","AR",,,,,,"0x9597276c38c75231:0x97cc1fb9e1191c8f",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nrFi51rFWaUaf7B7cnq8eu5xi4hGwQNnXIj4CUSiQq6cElcgyw57DYNxwR-AtFf2iFWx54N16Twqssij5Bz2SemctLrnai79CLTE5_oIghgDVktydZlto-cPMhRj9cR_DrgeGim=w408-h741-k-no","57",,,"false","/g/11fzjylm35","es-419",,"-36.7793853","-59.0855784",,"domingo","Cerrado","lunes","10:30 AM to 9 PM","martes","10:30 AM to 9 PM","miércoles","10:30 AM to 9 PM","jueves","10:30 AM to 9 PM","viernes","10:30 AM to 9 PM","sábado","10:30 AM to 9 PM","false","+54 9 249 433-8066","+5492494338066",,,,,,,,"ChIJMVLHOGwnl5URjxwZ4bkfzJc","B7203",,"73",,"37","30","5","1","1","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","B7203AQH, Cnel. Suárez 386","false","Rotiseria ""La Nueva Don Cipriano""","4.7",,"https://www.google.com/maps/search/?api=1&query=Rotiseria%20%22La%20Nueva%20Don%20Cipriano%22&query_place_id=ChIJMVLHOGwnl5URjxwZ4bkfzJc",,
,,,,"true",,"true",,,,,,"true",,,,,,,,,,,,,,,,,,,"true",,,,,,,,,,,"Av. Belgrano 500-598, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","6492985333768683255","Rauch","true","AR",,,,,,"0x959727a02a6d80c1:0x5a1bb7c27f1a7ef7",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=wkeCFcp89oj8UwtmPyuu4A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=89.13235&pitch=0&thumbfov=100","2",,,"false","/g/11gkb5zxs1","es-419",,"-36.7793136","-59.0820409",,"domingo","10:30 AM to 1 PM","lunes","8 AM to 8:30 PM","martes","8 AM to 8:30 PM","miércoles","8 AM to 8:30 PM","jueves","8 AM to 8:30 PM","viernes","8 AM to 8:30 PM","sábado","8:30 AM to 3 PM, 4 to 9 PM","false",,,,,,,,,,"ChIJwYBtKqAnl5UR934af8K3G1o",,,"72",,"21","15","4","0","2","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. Belgrano 500-598","false","Don Francisco ""La Frutería""","4.6",,"https://www.google.com/maps/search/?api=1&query=Don%20Francisco%20%22La%20Fruter%C3%ADa%22&query_place_id=ChIJwYBtKqAnl5UR934af8K3G1o",,
,,,,"true",,,"true",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rauch, Provincia de Buenos Aires, Argentina","Tienda de alimentación",,,,"Tienda de alimentación","18127298609251067649","Rauch","true","AR",,,,,,"0x959727015da5e5d3:0xfb911a0ae5d7a701",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4nr2as0clZSx4EwCOLqOhrGe6E1EyXN_epUAxbJs0d0lrgDsUjHw_vxIQnxHksqFN0-zGeS5zy5c-XrBe9q6Ev45uk2KeUGjrfsCkYItDBJEPVoWnkUCGzLBZpvSnKJr3HOzWDiPpQ=w408-h725-k-no","3",,,"false","/g/11dxl9_99j","es-419",,"-36.7813912","-59.0626302",,"domingo","Cerrado","lunes","8 AM to 8 PM","martes","8 AM to 8 PM","miércoles","8 AM to 8 PM","jueves","8 AM to 8 PM","viernes","8 AM to 8 PM","sábado","8 AM to 8 PM","false",,,,,,,,,,"ChIJ0-WlXQEnl5URAafX5Qoakfs",,,"70",,"9","3","5","1","0","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires",,"false","Aceites del Langueyú","4",,"https://www.google.com/maps/search/?api=1&query=Aceites%20del%20Languey%C3%BA&query_place_id=ChIJ0-WlXQEnl5URAafX5Qoakfs",,
,,,,,,"true",,,,,,,"true",,"true",,,,,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,"Garralda 443, B7203BPD Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa de deportes","Tienda de ropa","Tienda de deportes",,"Tienda de ropa de deportes","2995254251897548430","Rauch","false","AR",,,,,,"0x959727dcd96a67e9:0x299147df6054ee8e",,"https://lh3.googleusercontent.com/gps-cs-s/AC9h4npD-2apJJYzChydXu_MAmdHPfk6unW4talHB7v4ChCnHPK2XmdiNwAW9xQShwjzS3okumY9J5nbE5h_vvw2ct8QSW14z8guyg1MdCilXpGIKnidUMAUF14w-t0IzrlLlgcv-4CG3Q=w408-h725-k-no","11",,,"false","/g/11hdg0y_zy","es-419",,"-36.7752447","-59.0919673",,"domingo","Cerrado","lunes","5 to 9 PM","martes","5 to 9 PM","miércoles","5 to 9 PM","jueves","5 to 9 PM","viernes","5 to 9 PM","sábado","9:30 AM to 12 PM, 5 to 9 PM","false",,,,,,,,,,"ChIJ6Wdq2dwnl5URju5UYN9HkSk","B7203",,"71",,"8","7","0","1","0","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Garralda 443","false","Tiempo Libre","4.5",,"https://www.google.com/maps/search/?api=1&query=Tiempo%20Libre&query_place_id=ChIJ6Wdq2dwnl5URju5UYN9HkSk",,
,,,,,,"true",,,,,,,"true","true",,,,"true",,,,"true",,,,"true","true",,,,"true",,,,,,,,,,,"Moreno, Bolívar y, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de vinos",,,,"Tienda de vinos","18211821143396648760","Rauch","false","AR",,,,,,"0x959727e2e256138f:0xfcbd62d6ed1b0738",,"https://lh3.googleusercontent.com/p/AF1QipPVQAy3nJnjqkfW46mBC494W_le2jXM0iy6YWa3=w408-h725-k-no","1089",,,"false","/g/11pd12dt86","es-419",,"-36.7770101","-59.0870855",,"domingo","Cerrado","lunes","5 to 9 PM","martes","9:30 AM to 12:30 PM, 5 to 9 PM","miércoles","9:30 AM to 12:30 PM, 5 to 9 PM","jueves","9:30 AM to 12:30 PM, 5 to 9 PM","viernes","9:30 AM to 12:30 PM, 5 to 9 PM","sábado","9:30 AM to 12:30 PM, 5 to 9 PM","false","+54 249 431-4555","+542494314555",,,,,,,,"ChIJjxNW4uInl5UROAcb7dZivfw","B7203",,"68",,"29","27","2","0","0","0","2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Moreno, Bolívar y","false","Mercat Rauch","4.9",,"https://www.google.com/maps/search/?api=1&query=Mercat%20Rauch&query_place_id=ChIJjxNW4uInl5UROAcb7dZivfw","https://www.instagram.com/mercatrauch/",
,,,,,,"true",,,,,,"true",,,,,,,,,,,"true",,"true",,,,,,"true",,,,,,,,,,,"Av. San Martín 583, B7203ACA, B7203 Rauch, Provincia de Buenos Aires, Argentina","Tienda de regalos",,,,"Tienda de regalos","15789105579357882941","Rauch","true","AR",,,,,,"0x959727da4f9f4861:0xdb1e2bdec2c3ca3d",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=-6MdycHNApGzKnJtFIh2TQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=312.96707&pitch=0&thumbfov=100","1",,,"false","/g/11fx091g8_","es-419",,"-36.7751681","-59.0895182",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJYUifT9onl5URPcrDwt4rHts","B7203",,"65",,"0",,,,,,"2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. San Martín 583, B7203ACA","false","María Antonieta Regalos",,,"https://www.google.com/maps/search/?api=1&query=Mar%C3%ADa%20Antonieta%20Regalos&query_place_id=ChIJYUifT9onl5URPcrDwt4rHts",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Av. San Martín 428, B7203BPR Rauch, Provincia de Buenos Aires, Argentina","Tienda de ropa",,,,"Tienda de ropa","10970196008085755015","Rauch","true","AR",,,,,,"0x959727685bd2cca1:0x983df725925c1487",,"https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=PeqfXPhew_LAG4an_9kZ1A&cb_client=search.gws-prod.gps&w=408&h=240&yaw=141.1252&pitch=0&thumbfov=100","1",,,"false","/g/11x2pgznzr","es-419",,"-36.7766036","-59.0905973",,,,,,,,,,,,,,,,"false",,,,,,,,,,"ChIJoczSW2gnl5URhxRckiX3PZg","B7203",,"67",,"0",,,,,,"2025-06-15T22:40:53.509Z","https://www.google.com/maps/search/tienda/@-36.7747513,-59.0866666,15z?hl=es-419","tienda","Provincia de Buenos Aires","Av. San Martín 428","false","New Life",,,"https://www.google.com/maps/search/?api=1&query=New%20Life&query_place_id=ChIJoczSW2gnl5URhxRckiX3PZg",,
